libpangomm-2.48-1t64:amd64	2.56.1-2	amd64
libpangoxft-1.0-0:amd64	1.57.0-1	amd64
libpaper-utils	2.2.5-0.3maysync1	amd64
libpaper2:amd64	2.2.5-0.3maysync1	amd64
libpci3:amd64	1:3.14.0-1build2	amd64
libpciaccess0:amd64	0.18.1-1ubuntu4	amd64
libpcre2-16-0:amd64	10.46-1build1	amd64
libpcre2-8-0:amd64	10.46-1build1	amd64
libperl5.40:amd64	5.40.1-7build1	amd64
libpgm-5.3-0t64:amd64	5.3.128~dfsg-2.1build2	amd64
libpipeline1:amd64	1.5.8-2	amd64
libpipewire-0.3-0t64:amd64	1.6.2-1ubuntu1	amd64
libpipewire-0.3-common	1.6.2-1ubuntu1	all
libpipewire-0.3-modules:amd64	1.6.2-1ubuntu1	amd64
libpixman-1-0:amd64	0.46.4-1	amd64
libpkgconf7:amd64	2.5.1-4	amd64
libplacebo360:amd64	7.360.0-3	amd64
libplist-2.0-4:amd64	2.7.0+git20250820-1build1	amd64
libplymouth5:amd64	24.004.60+git20250831.4a3c171d-0ubuntu8	amd64
libpng16-16t64:amd64	1.6.57-1	amd64
libpolkit-agent-1-0:amd64	127-2ubuntu1	amd64
libpolkit-gobject-1-0:amd64	127-2ubuntu1	amd64
libpopt0:amd64	1.19+dfsg-2build1	amd64
libproc-processtable-perl:amd64	0.637-1	amd64
libproc2-0:amd64	2:4.0.4-9ubuntu1	amd64
libprotobuf-lite32t64:amd64	3.21.12-15ubuntu1	amd64
libproxy-tools	0.5.12-1	amd64
libproxy1v5:amd64	0.5.12-1	amd64
libpsl5t64:amd64	0.21.2-1.1build2	amd64
libpulse-mainloop-glib0:amd64	1:17.0+dfsg1-2ubuntu4	amd64
libpulse0:amd64	1:17.0+dfsg1-2ubuntu4	amd64
libpulsedsp:amd64	1:17.0+dfsg1-2ubuntu4	amd64
libpython3-dev:amd64	3.14.3-0ubuntu2	amd64
libpython3-stdlib:amd64	3.14.3-0ubuntu2	amd64
libpython3.14-dev:amd64	3.14.4-1	amd64
libpython3.14-minimal:amd64	3.14.4-1	amd64
libpython3.14-stdlib:amd64	3.14.4-1	amd64
libpython3.14:amd64	3.14.4-1	amd64
libqt5core5t64:amd64	5.15.18+dfsg-1ubuntu1	amd64
libqt5dbus5t64:amd64	5.15.18+dfsg-1ubuntu1	amd64
libqt5gui5t64:amd64	5.15.18+dfsg-1ubuntu1	amd64
libqt5network5t64:amd64	5.15.18+dfsg-1ubuntu1	amd64
libqt5qml5:amd64	5.15.18+dfsg-2	amd64
libqt5qmlmodels5:amd64	5.15.18+dfsg-2	amd64
libqt5quick5:amd64	5.15.18+dfsg-2	amd64
libqt5svg5:amd64	5.15.18-1	amd64
libqt5waylandclient5:amd64	5.15.18-1	amd64
libqt5waylandcompositor5:amd64	5.15.18-1	amd64
libqt5widgets5t64:amd64	5.15.18+dfsg-1ubuntu1	amd64
libqt5x11extras5:amd64	5.15.18-1	amd64
libquadmath0:amd64	16-20260322-1ubuntu1	amd64
librabbitmq4:amd64	0.15.0-1build2	amd64
librav1e0.8:amd64	0.8.1-7	amd64
libraw1394-11:amd64	2.1.2-2build4	amd64
libreadline8t64:amd64	8.3-4	amd64
libresid-builder0c2a:amd64	2.1.1-16build1	amd64
librhash1:amd64	1.4.6-1.1	amd64
librist4:amd64	0.2.11+dfsg-1build1	amd64
libroc0.4:amd64	0.4.0+dfsg-5ubuntu3	amd64
librsvg2-2:amd64	2.61.3+dfsg-3	amd64
librsvg2-common:amd64	2.61.3+dfsg-3	amd64
librtmp1:amd64	2.4+20151223.gitfa8646d.1-3	amd64
librubberband3:amd64	4.0.0+dfsg-2ubuntu1	amd64
libsamplerate0:amd64	0.2.2-4build2	amd64
libsasl2-2:amd64	2.1.28+dfsg1-9ubuntu3	amd64
libsasl2-modules-db:amd64	2.1.28+dfsg1-9ubuntu3	amd64
libsasl2-modules:amd64	2.1.28+dfsg1-9ubuntu3	amd64
libsbc1:amd64	2.1-1build1	amd64
libsdl2-2.0-0:amd64	2.32.10+dfsg-6	amd64
libsdl2-classic:amd64	2.32.10+dfsg-6	amd64
libsdl2-image-2.0-0:amd64	2.8.8+dfsg-2	amd64
libsdl2-mixer-2.0-0:amd64	2.8.1+dfsg-5	amd64
libsdl2-ttf-2.0-0:amd64	2.24.0+dfsg-3	amd64
libsdl3-0:amd64	3.4.2+ds-1ubuntu1	amd64
libseccomp2:amd64	2.6.0-2ubuntu5	amd64
libsecret-1-0:amd64	0.21.7-2build1	amd64
libsecret-common	0.21.7-2build1	all
libselinux1:amd64	3.9-4build1	amd64
libsemanage-common	3.9-1build1	all
libsemanage2:amd64	3.9-1build1	amd64
libsensors-config	1:3.6.2-2build1	all
libsensors5:amd64	1:3.6.2-2build1	amd64
libsepol2:amd64	3.9-2	amd64
libserd-0-0:amd64	0.32.6-1	amd64
libsframe3:amd64	2.46-3ubuntu2	amd64
libsgutils2-1.48:amd64	1.48-3ubuntu3	amd64
libsharpyuv0:amd64	1.5.0-0.1build1	amd64
libshine3:amd64	3.1.1-3build1	amd64
libshout3:amd64	2.4.6-1build3	amd64
libsidplay2:amd64	2.1.1-16build1	amd64
libsigc++-2.0-0v5:amd64	2.12.1-4build1	amd64
libsigc++-3.0-0:amd64	3.6.0-2build1	amd64
libsixel1:amd64	1.10.5-1build1	amd64
libslang2:amd64	2.3.3-5build1	amd64
libsm6:amd64	2:1.2.6-1build1	amd64
libsmartcols1:amd64	2.41.3-3ubuntu2	amd64
libsmbclient0:amd64	2:4.23.6+dfsg-1ubuntu2.1	amd64
libsnapd-glib-2-1:amd64	1.72-0ubuntu3	amd64
libsnappy1v5:amd64	1.2.2-2	amd64
libsndfile1:amd64	1.2.2-4	amd64
libsndio7.0:amd64	1.10.0-0.2	amd64
libsodium23:amd64	1.0.18-2	amd64
libsord-0-0:amd64	0.16.20-1	amd64
libsort-naturally-perl	1.03-4	all
libsoup-3.0-0:amd64	3.6.6-1	amd64
libsoup-3.0-common	3.6.6-1	all
libsoxr0:amd64	0.1.3-4.1	amd64
libspa-0.2-bluetooth:amd64	1.6.2-1ubuntu1	amd64
libspa-0.2-modules:amd64	1.6.2-1ubuntu1	amd64
libspatialaudio0t64:amd64	0.3.0+git20180730+dfsg1-3	amd64
libspectre1:amd64	0.2.12-2	amd64
libspeex1:amd64	1.2.1-3build1	amd64
libspeexdsp1:amd64	1.2.1-3build1	amd64
libsqlite3-0:amd64	3.46.1-9	amd64
libsratom-0-0:amd64	0.6.20-1	amd64
libsrt1.5-gnutls:amd64	1.5.4-3	amd64
libss2:amd64	1.47.2-3ubuntu4	amd64
libssh-4:amd64	0.11.3-1ubuntu1	amd64
libssh2-1t64:amd64	1.11.1-1ubuntu0.26.04.1	amd64
libssl3t64:amd64	3.5.5-1ubuntu3	amd64
libstartup-notification0:amd64	0.12-8build1	amd64
libstdc++-15-dev:amd64	15.2.0-16ubuntu1	amd64
libstdc++6:amd64	16-20260322-1ubuntu1	amd64
libstemmer0d:amd64	3.0.1-1	amd64
libsvtav1enc2:amd64	2.3.0+dfsg-1build1	amd64
libswresample6:amd64	7:8.0.1-3ubuntu2	amd64
libswscale9:amd64	7:8.0.1-3ubuntu2	amd64
libsystemd-shared:amd64	259.5-0ubuntu3	amd64
libsystemd0:amd64	259.5-0ubuntu3	amd64
libtag2:amd64	2.2.1-3	amd64
libtalloc2:amd64	2:2.4.3+samba4.23.6+dfsg-1ubuntu2.1	amd64
libtasn1-6:amd64	4.21.0-2	amd64
libtcl8.6:amd64	8.6.17+dfsg-1build1	amd64
libtdb1:amd64	2:1.4.14+samba4.23.6+dfsg-1ubuntu2.1	amd64
libterm-readkey-perl	2.38-2build5	amd64
libtevent0t64:amd64	2:0.17.1+samba4.23.6+dfsg-1ubuntu2.1	amd64
libtext-charwidth-perl:amd64	0.04-11build4	amd64
libtext-iconv-perl:amd64	1.7-8.1	amd64
libtext-wrapi18n-perl	0.06-10	all
libthai-data	0.1.30-1	all
libthai0:amd64	0.1.30-1	amd64
libtheora1:amd64	1.2.0+dfsg-6	amd64
libtheoradec2:amd64	1.2.0+dfsg-6	amd64
libtheoraenc2:amd64	1.2.0+dfsg-6	amd64
libtie-ixhash-perl	1.23-4	all
libtiff6:amd64	4.7.0-3ubuntu4	amd64
libtimedate-perl	2.3300-2	all
libtinfo6:amd64	6.6+20251231-1	amd64
libtirpc-common	1.3.7-0.1	all
libtirpc3t64:amd64	1.3.7-0.1	amd64
libtk8.6:amd64	8.6.17-1build1	amd64
libtraceevent1:amd64	1:1.8.7-1	amd64
libtry-tiny-perl	0.32-1	all
libtsan2:amd64	16-20260322-1ubuntu1	amd64
libtwolame0:amd64	0.4.0-2build4	amd64
libubsan1:amd64	16-20260322-1ubuntu1	amd64
libuchardet0:amd64	0.0.8-2	amd64
libudev1:amd64	259.5-0ubuntu3	amd64
libudfread3:amd64	1.2.0-2	amd64
libunibreak6:amd64	6.1-3build1	amd64
libunistring5:amd64	1.3-2build1	amd64
libunwind8:amd64	1.8.3-0ubuntu1	amd64
libupnp17t64:amd64	1:1.14.25-1ubuntu1	amd64
libupower-glib3:amd64	1.91.1-1	amd64
liburcu8t64:amd64	0.15.6-1	amd64
liburi-perl	5.34-2build1	all
libusb-1.0-0:amd64	2:1.0.29-2build1	amd64
libusbmuxd-2.0-7:amd64	2.1.1-1	amd64
libutempter0:amd64	1.2.1-4build1	amd64
libuuid1:amd64	2.41.3-3ubuntu2	amd64
libuv1t64:amd64	1.51.0-2ubuntu1	amd64
libva-drm2:amd64	2.23.0-1ubuntu1	amd64
libva-wayland2:amd64	2.23.0-1ubuntu1	amd64
libva-x11-2:amd64	2.23.0-1ubuntu1	amd64
libva2:amd64	2.23.0-1ubuntu1	amd64
libvdpau1:amd64	1.5-4	amd64
libvidstab1.1:amd64	1.1.0-2.1	amd64
libvisual-0.4-0:amd64	0.4.2-4	amd64
libvlc-bin:amd64	3.0.23-1	amd64
libvlc5:amd64	3.0.23-1	amd64
libvlccore9:amd64	3.0.23-1	amd64
libvncclient1:amd64	0.9.15+dfsg-3	amd64
libvorbis0a:amd64	1.3.7-3build2	amd64
libvorbisenc2:amd64	1.3.7-3build2	amd64
libvorbisfile3:amd64	1.3.7-3build2	amd64
libvpl2	1:2.16.0-1	amd64
libvpx12:amd64	1.16.0-3	amd64
libvulkan1:amd64	1.4.341.0-1	amd64
libwacom-common	2.18.0-1	all
libwacom9:amd64	2.18.0-1	amd64
libwayland-client0:amd64	1.24.0-2	amd64
libwayland-cursor0:amd64	1.24.0-2	amd64
libwayland-egl1:amd64	1.24.0-2	amd64
libwayland-server0:amd64	1.24.0-2	amd64
libwbclient0:amd64	2:4.23.6+dfsg-1ubuntu2.1	amd64
libwebp7:amd64	1.5.0-0.1build1	amd64
libwebpdemux2:amd64	1.5.0-0.1build1	amd64
libwebpmux3:amd64	1.5.0-0.1build1	amd64
libwebrtc-audio-processing-1-3:amd64	1.3-3build2	amd64
libwebsockets-evlib-uv:amd64	4.3.5-3ubuntu1	amd64
libwebsockets19t64:amd64	4.3.5-3ubuntu1	amd64
libwireplumber-0.5-0:amd64	0.5.13-1ubuntu1	amd64
libwrap0:amd64	7.6.q-36build2	amd64
libwww-perl	6.81-1build1	all
libwww-robotrules-perl	6.02-1build1	all
libx11-6:amd64	2:1.8.13-1	amd64
libx11-data	2:1.8.13-1	all
libx11-protocol-perl	0.56-9	all
libx11-xcb1:amd64	2:1.8.13-1	amd64
libx264-165:amd64	2:0.165.3222+gitb35605ac-3build1	amd64
libx265-215:amd64	4.1-4	amd64
libxau6:amd64	1:1.0.11-1build2	amd64
libxaw7:amd64	2:1.0.16-1build1	amd64
libxcb-composite0:amd64	1.17.0-2ubuntu1	amd64
libxcb-damage0:amd64	1.17.0-2ubuntu1	amd64
libxcb-dri2-0:amd64	1.17.0-2ubuntu1	amd64
libxcb-dri3-0:amd64	1.17.0-2ubuntu1	amd64
libxcb-glx0:amd64	1.17.0-2ubuntu1	amd64
libxcb-icccm4:amd64	0.4.2-1build1	amd64
libxcb-image0:amd64	0.4.0-2build2	amd64
libxcb-keysyms1:amd64	0.4.1-1build1	amd64
libxcb-present0:amd64	1.17.0-2ubuntu1	amd64
libxcb-randr0:amd64	1.17.0-2ubuntu1	amd64
libxcb-render-util0:amd64	0.3.10-1build1	amd64
libxcb-render0:amd64	1.17.0-2ubuntu1	amd64
libxcb-shape0:amd64	1.17.0-2ubuntu1	amd64
libxcb-shm0:amd64	1.17.0-2ubuntu1	amd64
libxcb-sync1:amd64	1.17.0-2ubuntu1	amd64
libxcb-util1:amd64	0.4.1-1build1	amd64
libxcb-xfixes0:amd64	1.17.0-2ubuntu1	amd64
libxcb-xinerama0:amd64	1.17.0-2ubuntu1	amd64
libxcb-xinput0:amd64	1.17.0-2ubuntu1	amd64
libxcb-xkb1:amd64	1.17.0-2ubuntu1	amd64
libxcb-xv0:amd64	1.17.0-2ubuntu1	amd64
libxcb1:amd64	1.17.0-2ubuntu1	amd64
libxcomposite1:amd64	1:0.4.6-1build1	amd64
libxcursor1:amd64	1:1.2.3-1build1	amd64
libxcvt0:amd64	0.1.3-1build1	amd64
libxdamage1:amd64	1:1.1.7-1	amd64
libxdmcp6:amd64	1:1.1.5-2	amd64
libxdo3:amd64	1:3.20160805.1-5.1build1	amd64
libxext6:amd64	2:1.3.4-1build3	amd64
libxfixes3:amd64	1:6.0.0-2build2	amd64
libxfont2:amd64	1:2.0.6-2	amd64
libxft2:amd64	2.3.6-1build2	amd64
libxi6:amd64	2:1.8.2-2	amd64
libxinerama1:amd64	2:1.1.4-3build2	amd64
libxkbcommon-x11-0:amd64	1.13.1-1	amd64
libxkbcommon0:amd64	1.13.1-1	amd64
libxkbfile1:amd64	1:1.1.0-1build5	amd64
libxklavier16:amd64	5.4-6build1	amd64
libxml-parser-perl	2.47-1ubuntu1	amd64
libxml-twig-perl	1:3.54-1build1	all
libxml-xpathengine-perl	0.14-2	all
libxml2-16:amd64	2.15.2+dfsg-0.1	amd64
libxmlb2:amd64	0.3.24-2	amd64
libxmp4:amd64	4.6.3-1	amd64
libxmu6:amd64	2:1.1.3-4	amd64
libxmuu1:amd64	2:1.1.3-4	amd64
libxpm4:amd64	1:3.5.17-1build3	amd64
libxpresent1:amd64	1.0.1-1build1	amd64
libxrandr2:amd64	2:1.5.4-1build1	amd64
libxrender1:amd64	1:0.9.12-1build1	amd64
libxres1:amd64	2:1.2.1-1build2	amd64
libxshmfence1:amd64	1.3.3-1build1	amd64
libxss1:amd64	1:1.2.3-1build4	amd64
libxt6t64:amd64	1:1.2.1-1.3build1	amd64
libxtables12:amd64	1.8.11-2ubuntu3	amd64
libxtst6:amd64	2:1.2.5-1build1	amd64
libxv1:amd64	2:1.0.13-1	amd64
libxvidcore4:amd64	2:1.3.7-3	amd64
libxvmc1:amd64	2:1.0.12-2build4	amd64
libxxf86dga1:amd64	2:1.1.5-1build2	amd64
libxxf86vm1:amd64	1:1.1.4-2	amd64
libxxhash0:amd64	0.8.3-2build1	amd64
libyaml-0-2:amd64	0.2.5-2build3	amd64
libzimg2:amd64	3.0.6+ds1-1	amd64
libzix-0-0:amd64	0.8.0-1	amd64
libzmq5:amd64	4.3.5-1build3	amd64
libzstd1:amd64	1.5.7+dfsg-3	amd64
libzvbi-common	0.2.44-1ubuntu2	all
libzvbi0t64:amd64	0.2.44-1ubuntu2	amd64
lightdm	1.32.0-6ubuntu4	amd64
lightdm-gtk-greeter	2.0.9-0ubuntu3.1	amd64
linux-base	4.15ubuntu5	all
linux-firmware	20260319.git217ca6e4.1ubuntu	all
linux-firmware-amd-graphics	20260319.git217ca6e4-0ubuntu3	all
linux-firmware-amd-misc	20260319.git217ca6e4-0ubuntu1	all
linux-firmware-broadcom-wireless	20260319.git217ca6e4-0ubuntu1	all
linux-firmware-intel-graphics	20260319.git217ca6e4-0ubuntu2	all
linux-firmware-intel-misc	20260319.git217ca6e4-0ubuntu1	all
linux-firmware-intel-wireless	20260319.git217ca6e4-0ubuntu2	all
linux-firmware-marvell-prestera	20260319.git217ca6e4-0ubuntu1	all
linux-firmware-marvell-wireless	20260319.git217ca6e4-0ubuntu1	all
linux-firmware-mediatek	20260319.git217ca6e4-0ubuntu1	all
linux-firmware-mellanox-spectrum	20260319.git217ca6e4-0ubuntu1	all
linux-firmware-misc	20260319.git217ca6e4-0ubuntu2	all
linux-firmware-netronome	20260319.git217ca6e4-0ubuntu1	all
linux-firmware-nvidia-graphics	20260319.git217ca6e4-0ubuntu1	all
linux-firmware-qlogic	20260319.git217ca6e4-0ubuntu1	all
linux-firmware-qualcomm-graphics	20260319.git217ca6e4-0ubuntu1	all
linux-firmware-qualcomm-misc	20260319.git217ca6e4-0ubuntu2	all
linux-firmware-qualcomm-wireless	20260319.git217ca6e4-0ubuntu1	all
linux-firmware-realtek	20260319.git217ca6e4-0ubuntu1	all
linux-generic	7.0.0-22.22	amd64
linux-headers-7.0.0-22	7.0.0-22.22	all
linux-headers-7.0.0-22-generic	7.0.0-22.22	amd64
linux-headers-generic	7.0.0-22.22	amd64
linux-image-7.0.0-22-generic	7.0.0-22.22	amd64
linux-image-generic	7.0.0-22.22	amd64
linux-image-unsigned-7.0.0-14-generic	7.0.0-14.14	amd64
linux-libc-dev:amd64	7.0.0-22.22	amd64
linux-main-modules-zfs-7.0.0-14-generic	7.0.0-14.14+3	amd64
linux-main-modules-zfs-7.0.0-22-generic	7.0.0-22.22	amd64
linux-modules-7.0.0-14-generic	7.0.0-14.14	amd64
linux-modules-7.0.0-22-generic	7.0.0-22.22	amd64
linux-perf	7.0.0-22.22	amd64
linux-sysctl-defaults	4.15ubuntu5	all
linux-tools-7.0.0-22	7.0.0-22.22	amd64
linux-tools-7.0.0-22-generic	7.0.0-22.22	amd64
linux-tools-common	7.0.0-22.22	all
locales	2.43-2ubuntu2	all
login	1:4.16.0-2+really2.41.3-3ubuntu2	amd64
login.defs	1:4.17.4-2ubuntu3	all
logsave	1.47.2-3ubuntu4	amd64
lsb-base	11.6build1	all
lsb-release	12.1-2build1	all
lsof	4.99.4+dfsg-2build2	amd64
lto-disabled-list	79	all
luit	2.0.20250912-1	amd64
lvm2	2.03.31-2ubuntu3	amd64
lxd-installer	14ubuntu0	all
make	4.4.1-3	amd64
makedumpfile	1:1.7.7-1	amd64
man-db	2.13.1-1build1	amd64
manpages	6.17-1	all
manpages-dev	6.17-1	all
mawk	1.3.4.20260129-1	amd64
mdadm	4.5-5ubuntu1	amd64
media-types	14.0.0build1	all
mesa-libgallium:amd64	26.0.3-1ubuntu1	amd64
mesa-utils	9.0.0-2build1	amd64
mesa-utils-bin:amd64	9.0.0-2build1	amd64
mesa-vulkan-drivers:amd64	26.0.3-1ubuntu1	amd64
mokutil	0.7.2-2	amd64
mount	2.41.3-3ubuntu2	amd64
mpv	0.41.0-2ubuntu4	amd64
multipath-tools	0.14.3-2ubuntu1	amd64
nano	8.7.1-1	amd64
ncurses-base	6.6+20251231-1	all
ncurses-bin	6.6+20251231-1	amd64
ncurses-term	6.6+20251231-1	all
needrestart	3.11-1ubuntu2	all
net-tools	2.10-2ubuntu1	amd64
netbase	6.5build1	all
netcat-openbsd	1.234-1	amd64
netplan-generator	1.2-1ubuntu5	amd64
netplan.io	1.2-1ubuntu5	amd64
networkd-dispatcher	2.2.4-1.1ubuntu1	all
nginx	1.28.3-2ubuntu1.1	amd64
nginx-common	1.28.3-2ubuntu1.1	all
ninja-build	1.13.2-1	amd64
obconf	1:2.0.4+git20150213-3build4	amd64
ocl-icd-libopencl1:amd64	2.3.4-1	amd64
open-iscsi	2.1.11-3ubuntu3	amd64
openbox	3.6.1-12ubuntu3	amd64
openssh-client	1:10.2p1-2ubuntu3.2	amd64
openssh-server	1:10.2p1-2ubuntu3.2	amd64
openssh-sftp-server	1:10.2p1-2ubuntu3.2	amd64
openssl	3.5.5-1ubuntu3	amd64
openssl-provider-legacy	3.5.5-1ubuntu3	amd64
os-prober	1.84ubuntu1	amd64
packagekit	1.3.4-3ubuntu1	amd64
passwd	1:4.17.4-2ubuntu3	amd64
patch	2.8-2build1	amd64
pavucontrol	6.1-1build1	amd64
pci.ids	0.0~2026.02.12-1	all
pciutils	1:3.14.0-1build2	amd64
perl	5.40.1-7build1	amd64
perl-base	5.40.1-7build1	amd64
perl-modules-5.40	5.40.1-7build1	all
perl-openssl-defaults:amd64	7build4	amd64
pinentry-curses	1.3.2-3ubuntu1	amd64
pipewire-alsa:amd64	1.6.2-1ubuntu1	amd64
pipewire-audio	1.6.2-1ubuntu1	all
pipewire-bin	1.6.2-1ubuntu1	amd64
pipewire-pulse	1.6.2-1ubuntu1	amd64
pipewire:amd64	1.6.2-1ubuntu1	amd64
pkexec	127-2ubuntu1	amd64
pkg-config:amd64	2.5.1-4	amd64
pkgconf-bin	2.5.1-4	amd64
pkgconf:amd64	2.5.1-4	amd64
plymouth	24.004.60+git20250831.4a3c171d-0ubuntu8	amd64
plymouth-label	24.004.60+git20250831.4a3c171d-0ubuntu8	amd64
plymouth-theme-spinner	24.004.60+git20250831.4a3c171d-0ubuntu8	amd64
plymouth-themes	24.004.60+git20250831.4a3c171d-0ubuntu8	amd64
pnp.ids	0.394-1build1	all
polkitd	127-2ubuntu1	amd64
pollinate	4.33-4ubuntu6	all
poppler-data	0.4.12-1build1	all
procps	2:4.0.4-9ubuntu1	amd64
publicsuffix	20260129.1928-1	all
pulseaudio-utils	1:17.0+dfsg1-2ubuntu4	amd64
python-apt-common	3.1.0ubuntu1	all
python-babel-localedata	2.17.0-2	all
python3	3.14.3-0ubuntu2	amd64
python3-apport	2.34.0-0ubuntu2	all
python3-apt	3.1.0ubuntu1	amd64
python3-attr	25.4.0-1build1	all
python3-autocommand	2.2.2-4	all
python3-babel	2.17.0-2	all
python3-bcrypt	5.0.0-3build1	amd64
python3-blinker	1.9.0-2build1	all
python3-bpfcc	0.35.0+ds-1ubuntu2	all
python3-certifi	2026.1.4+ds-1	all
python3-cffi-backend:amd64	2.0.0-3build1	amd64
python3-chardet	5.2.0+dfsg-2build1	all
python3-click	8.2.0+0.really.8.1.8-1build1	all
python3-configobj	5.0.9-1build1	all
python3-cryptography	46.0.5-1ubuntu2	amd64
python3-dbus	1.4.0-1build2	amd64
python3-debconf	1.5.92	all
python3-dev	3.14.3-0ubuntu2	amd64
python3-distro	1.9.0-1build1	all
python3-distro-info	1.15	all
python3-distupgrade	1:26.04.18	all
python3-gi	3.56.2-1	amd64
python3-httplib2	0.22.0-1build1	all
python3-idna	3.11-1	all
python3-inflect	7.5.0-1build1	all
python3-jaraco.context	6.0.1-2	all
python3-jaraco.functools	4.1.0-1build1	all
python3-jaraco.text	4.0.0-1build1	all
python3-jinja2	3.1.6-1build1	all
python3-json-pointer	2.4-4	all
python3-jsonpatch	1.32-6	all
python3-jsonschema	4.19.2-6ubuntu2	all
python3-jsonschema-specifications	2023.12.1-4	all
python3-jwt	2.10.1-4ubuntu1	all
python3-launchpadlib	2.1.0-1build1	all
python3-lazr.restfulclient	0.14.6-3build1	all
python3-lazr.uri	1.0.6-7build1	all
python3-linkify-it	2.0.3-1ubuntu3	all
python3-markdown-it	3.0.0-3build1	all
python3-markupsafe	3.0.3-1build1	amd64
python3-mdurl	0.1.2-1build1	all
python3-minimal	3.14.3-0ubuntu2	amd64
python3-more-itertools	10.8.0-1build1	all
python3-mutagen	1.47.0-1build1	all
python3-netaddr	1.3.0-1build1	all
python3-netplan	1.2-1ubuntu5	amd64
python3-oauthlib	3.3.1-1build1	all
python3-packaging	26.0-1	all
python3-passlib	1.9.3-1ubuntu1	all
python3-pip	25.1.1+dfsg-1ubuntu2	all
python3-pip-whl	25.1.1+dfsg-1ubuntu2	all
python3-pkg-resources	78.1.1-0.1build1	all
python3-problem-report	2.34.0-0ubuntu2	all
python3-pycryptodome	3.20.0+dfsg-3build1	amd64
python3-pygments	2.19.2+dfsg-1	all
python3-pyparsing	3.3.2-2	all
python3-referencing	0.36.2-1ubuntu2	all
python3-requests	2.32.5+dfsg-1ubuntu1	all
python3-rich	13.9.4-1.2	all
python3-rpds-py	0.27.1-2ubuntu3	amd64
python3-serial	3.5-2build1	all
python3-setuptools	78.1.1-0.1build1	all
python3-setuptools-whl	78.1.1-0.1build1	all
python3-software-properties	0.120	all
python3-systemd	235-1build9	amd64
python3-tk	3.14.3-0ubuntu2	amd64
python3-typeguard	4.4.4-2	all
python3-typing-extensions	4.15.0-2	all
python3-uc-micro	1.0.3-1build1	all
python3-update-manager	1:26.04.5	all
python3-urllib3	2.6.3-1ubuntu1	all
python3-venv	3.14.3-0ubuntu2	amd64
python3-wadllib	2.0.0-3	all
python3-websockets	15.0.1-1build2	amd64
python3-wheel	0.46.3-2	all
python3-xkit	0.5.0ubuntu8	all
python3-yaml	6.0.3-1build1	amd64
python3-zipp	3.23.0-1build1	all
python3.14	3.14.4-1	amd64
python3.14-dev	3.14.4-1	amd64
python3.14-minimal	3.14.4-1	amd64
python3.14-tk	3.14.4-1	amd64
python3.14-venv	3.14.4-1	amd64
qt5-gtk-platformtheme:amd64	5.15.18+dfsg-1ubuntu1	amd64
qttranslations5-l10n	5.15.18-1	all
qtwayland5:amd64	5.15.18-1	amd64
readline-common	8.3-4	all
rpcsvc-proto	1.4.3-1build1	amd64
rsync	3.4.1+ds1-7ubuntu0.2	amd64
rtkit	0.14-1	amd64
rust-coreutils	0.8.0-0ubuntu3	amd64
samba-libs:amd64	2:4.23.6+dfsg-1ubuntu2.1	amd64
sbsigntool	0.9.4-3.1ubuntu9	amd64
screen	4.9.1-3ubuntu2	amd64
secureboot-db	1.9build2	amd64
sed	4.9-2ubuntu1	amd64
sensible-utils	0.0.26build1	all
sg3-utils	1.48-3ubuntu3	amd64
sg3-utils-udev	1.48-3ubuntu3	all
sgml-base	1.31+nmu1build1	all
shared-mime-info	2.4-5build3	amd64
shim-signed	1.59+15.8-0ubuntu2	amd64
snapd	2.75.2+ubuntu26.04.2	amd64
software-properties-common	0.120	all
sound-theme-freedesktop	0.8-7build1	all
squashfs-tools	1:4.7.5-1	amd64
ssh-import-id	5.11-0ubuntu4	all
sudo	1.9.17p2-1ubuntu3	amd64
sudo-common	1.2ubuntu	all
sudo-rs	0.2.13-0ubuntu1	amd64
supervisor	4.3.0-1	all
systemd	259.5-0ubuntu3	amd64
systemd-cryptsetup	259.5-0ubuntu3	amd64
systemd-hwe-hwdb	259.5.3ubuntu	all
systemd-resolved	259.5-0ubuntu3	amd64
systemd-sysv	259.5-0ubuntu3	amd64
sysvinit-utils	3.15-5ubuntu1	amd64
tar	1.35+dfsg-4	amd64
thermald	2.5.11-0ubuntu1	amd64
thin-provisioning-tools	1.1.0-4ubuntu2	amd64
timgm6mb-soundfont	1.3-5build1	all
ttyd	1.7.7-4build1	amd64
tzdata	2026a-3ubuntu1	all
ubuntu-drivers-common	1:0.10.9	amd64
ubuntu-kernel-accessories	1.570	amd64
ubuntu-keyring	2023.11.28.1build1	all
ubuntu-release-upgrader-core	1:26.04.18	all
ubuntu-server-minimal	1.570	amd64
ucf	3.0052ubuntu1	all
udev	259.5-0ubuntu3	amd64
unattended-upgrades	2.12ubuntu9	all
unminimize	0.5build1	amd64
unrar-free	1:0.3.3-1build1	amd64
unzip	6.0-29ubuntu1	amd64
upower	1.91.1-1	amd64
usb.ids	2025.12.13-1	all
usbmuxd	1.1.1-7	amd64
usbutils	1:019-1	amd64
user-session-migration	0.5.1	amd64
util-linux	2.41.3-3ubuntu2	amd64
vlc	3.0.23-1	amd64
vlc-bin	3.0.23-1	amd64
vlc-data	3.0.23-1	all
vlc-l10n	3.0.23-1	all
vlc-plugin-access-extra:amd64	3.0.23-1	amd64
vlc-plugin-base:amd64	3.0.23-1	amd64
